,texts,track
75,"b'Covering food necessities is mandatory, but resources are not sustainably exploited. Global strategies to increase food productivity and quality need to be concealed with a local perspective, providing breeders with the necessary technology to improve varieties. The aim of HYPE-IT is to decrease current technological barriers for breeding local crops using precision genome engineering, easing the gene editing process using SynBio-inspired simplified CRISPR/Cas9 tools. HYPE-IT brings along a software tool that associates crop traits with specific gene targets and designs optimal gRNAs for those targets. HYPE-IT also incorporates a modular gene circuit that serves as an in vivo gRNA testing system, ensuring appropriate gRNA choice even when no precise sequence information of local varieties is available. We aim to develop a split-Cas9 system based on viral vectors to efficiently deliver the editing machinery into the plant, and to create an affordable Labcase with the necessary laboratory equipment for HYPE-IT.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
76,"b'The abundance and diversity of our food relies on honeybee pollination. Varroa destructor mites weaken bee colonies through the spread of disease. Our team aims to save bees by killing Varroa using bacteria inside beehives. In continuous conversation with beekeepers and scientists we develop a bacterium that targets mites, leaving bees and humans unaffected. The hive-localized bacteria sense Varroa and produce mite-specific toxin, eliminating the need for beekeepers to dose the product. The bacteria are dependent on a synthetic amino acid and are shut down by light to confine them to the hive. Additionally, we develop an in vitro test of Varroa toxicity to show the utility of our bacterium. The system is modeled in various ways to assess its viability in the real world. This is the first effective method to combine specificity, ease of use, safety through bio-containment, and the iGEM open source character to save the honeybee.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
77,"b'This story happens in a world that is parallel to ours. Sweet receptor brothers, T1R2 and T1R3 are living in a galaxy that is under the threat of sweet monsters who want to rule the galaxy. The sweeter sweet monsters are, the more powerful they are. So the sweetness of every one of them is essential information. Although the brothers are born with the ability to swallow sweet things, they are too weak to fight with so many enemies. So they ask a battle master SC84117 who lives in planet JB486 for help. And they send their gene sequence to SC84117. After reading the sequence, SC84117 transforms into a spaceship with T1R2 and T1R3 brothers. Since then, they travel all around the galaxy to swallow sweet monsters and measure the sweetness of them. They are regard as heroes and there is a name for them, which is Sugar Hunter.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
78,"b'Among some kind of nutrients, proteins are important for body formation. However, it is difficult for people in poor areas to continuously obtain protein rich foods. Therefore, in addition to these ingredients, we propose ""air"" anyone can easily take it into the body. We got the idea from Papuans living in Papua New Guinea. Despite their low-protein diets, they have muscular bodies. It is thought that nitrogen fixing bacteria in their intestines are influencing on protein nutrition. We thought to construct a pathway to synthesize amino acids from nitrogen in E.coli, introduce it into the intestine in the future. To synthesize amino acids, we first express nitrogenase to convert nitrogen to ammonia. We then express amino acid dehydrogenases to synthesize glutamate and phenylalanine from accumulated ammonia. This makes it possible to make people available to protein sources by breathing the air. This will contribute to the solution of protein shortage.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
79,"b'Hydroponics is a rapidly growing area of agriculture that is projected to be a $400 million market by 2020. Despite its potential, hydroponics farmers face low crop yields due to diseases and nutrient imbalances. It is well-documented that a sufficient level of oxidative stress from reactive oxygen species (ROS) is necessary for and can enhance crop growth. To that end, Cornell iGEM developed a novel redox biosensor in E. coli that uses a redox-sensitive fluorescent protein reporter to couple an optogenetic transcriptional circuit to an external optics system. In addition to offering enhanced sensitivity to ROS, this system optimizes oxidative stress by controlling redox-sensitive transcriptional responses with greater precision through an external LED. We believe that this will be promising platform to overcome the drawbacks of hydroponics with potential applications in general agriculture.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
80,"b'According to the report conducted by WHO, aflatoxin is a major contributor to the global burden of food-borne diseases. In this project, we focus on two things: firstly, we would like to prevent people from consuming aflatoxin-contaminated food. We would create a device which could detect the amount of aflatoxin inside the food, then transmit the information on to the internet. Therefore both the public and private sector could use the device and mobile application to track contaminated food throughout the nation. Secondly, we would like to create a enzyme-encoded yeast to eliminate the aflatoxin in the patients intestine.We would create a yeast that could produce enzymes that eliminate the aflatoxin inside the human intestine. This can help people suffering from the diarrhoea caused by aflatoxin. Additionally it can also be applied to animal foods, getting rid of the aflatoxin in the animals bodies that could potentially contaminate our food.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
81,"b'Research done in the last 50 years or so has forced humanity to reconsider its gluttonous appetite for petrol based products and energy. The effects of this ""appetite"" have been profound, scientifically undeniable, and perhaps the biggest threat humanity has faced. The answer; synthetic biology. Like any emerging field, synthetic biology is experiencing an explosion of novel methods and ideas. We have focused our efforts on altering the metabolic process of the archaea Thermococcus kodakarensis to produce pragmatic amounts of the well-known terpenoid, limonene. Limonene is of great interest due to its myriad of industrial uses, namely as a biofuel. Usage of an archaeal organism\'s mevalonate pathway allows for a simple incursion of one extra enzyme (limonene synthase) to convert GPP into limonene. Gas chromatography and western blot methods were used to quantify limonene concentration and detect gene expression respectively, in the altered T. kodakarensis.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
82,"b'Pyruvate decarboxylase (PDC) and alcohol dehydrogenase 2 (ADH2) are key enzymes for mediating ethanol production from pyruvate. A particularly well-characterized PDC-ADH system has been found in Zymomonas mobilis, and this pathway has been used to engineer a variety of bacteria for ethanol production. In some cases, this pathway works well, resulting in high levels of ethanol production. In other cases, however, the pathway does not work very well. To understand this, we aim to develop a set of BioBrick compatible expression vectors with different plasmid replicons to allow expression of the PDC-ADH pathway in a range of different bacteria. Organisms expressing the PDC-ADH pathway will be assayed for PDC and ADH activity by enzyme assay and for ethanol production by high-pressure liquid chromatography (HPLC). These new expression plasmids will be useful for other groups looking to expand their BioBrick engineering beyond the confines of current model or ""chassis organisms.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
83,"b'Traditional energy will finally come to exhaustion, and the development of new energy is extremely urgent. To produce hydrogen, which is a clean and efficient source of energy, through microbial photosynthesis is an environmentally friendly and sustainable pathway. However, the facts such as low efficiency of bio-hydrogen production, lack of large-scale application device and others hinder the application prospect of bio-hydrogen production. Therefore, this project aims to expand the absorption spectrum of photosynthetic bacteria by the way of forster resonance energy transfer (FRET) in order to improve the efficiency of the photoreaction. On top of that, we will also design a photo-reactor special for bio-hydrogen production to solve the problem of applying it on a large scale.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
84,"b'The World Health Organisation recognized obesity as a serious illness so we decided to consider ways to combat its spread and effects. This is how we came across D-Psicose, which is a non-toxic rare sugar and a sweetener with several measurable health effects. Currently, its industrial production is based on purification from organic matter or on epimerization of more common sugars but it remains difficult and expensive. To improve the bioproduction process, we decided to construct a biosensor to screen the best epimerase for the conversion of Fructose into Psicose and corroborate the fluorescence quantifications with HPLC measurements. To be efficient any bioproduction process requires screening of the most efficient enzyme(s). We are bringing to iGEM a new enzyme screening process based on biosensors, which, in the presence of the compound of interest, emit a fluorescent signal and can be used to identify the enzyme that gives the optimal production.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
85,"b'During industrial production of alcohols, large-scale bacterial fermentation is often used to yield more product. However, when the alcohol level in the growth medium nears the toxic concentration for the bacteria, the bacteria will start to break down the alcohol they have created. Therefore, the toxic threshold determines the maximum alcohol production. This year, we have started a new project to increase alcohol resistance in bacteria, which should also increase the toxic threshold. This, in turn, would allow the bacteria to produce higher concentrations of the desired alcohol. E.coli is a good platform for biofuel production because the pathways to produce alcohols such as ethanol, isobutanol and isopropanol already exist. We plan to clone several genes in E.coli, such as GlmY and GlmZ, that are associated with alcohol resistance.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
86,"b'Our team will try to make a new technology called LAM (Lactic acid mediated) communication utilizing GAR+ prion. GAR, or glucose associated repression controls the usage of glucose of yeast. In 2016, it was proved that this pathway is managed by the certain amount of lactic acid. Lactic acid produced by lactic acid bacteria, affects the prion formed gar- and induces the formation of GAR+. Considering this mechanism and terminators of fission yeast and regulating the amount of mRNA of GFP and anti-GFP, we will enable yeast to communicate each other beyond the species of gram-negative bacteria and make a biosensor to sense hiochi.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
87,"b'Food contamination and improper handling of raw poultry is the leading cause of food poisoning in the U.K. Campylobacter jejuni is native to poultry but is highly pathogenic to humans and cross-contamination of surfaces and other foods is common. The current detection methods are time consuming and costly and therefore we aimed to create a new cheaper, faster system for detection of this bacteria using synthetic biology. We designed and engineered a dual input biosensor using sensory aspects including campylobacter-specific sugars and quorum sensing to identify any C. jejuni present on a swabbed surface. We also developed an understanding of the legal aspects of using GMO biosensors within the EU. In the future, our biosensor is a potential solution in reducing the risk of food poisoning from Campylobacter.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
88,"b'During the fermentation process of dairy products, such as cheese and yogurt, fermentation bacteria are under constant threat of bacteriophages. Severe infections can result in inferior product quality, wasted processing time and expensive countermeasures. Our team has developed IMPACT: Integrated Modular Phage-Activated CRISPR Tracer. Built in Lactococcus lactis, this bacteriophage detection system consists of two specialized orthogonal CRISPR mechanisms. The first continuously surveys incoming bacteriophage DNA and isolates spacers from it, while the other enables transcription of a signal-gene when a spacer is matched to the pre-programmed target array. To facilitate use, we have developed a closed detection cartridge and bioinformatic algorithms for determining new target sequences. Our product offers rapid on-site detection without techniques that require highly trained personnel. Our goal is to have a positive impact on industries all over the world that depend on fermentation processes and contribute to a better understanding of bacteriophage infections in general.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
89,"b'Recently displaced from its leading position among global wine producers with a 12% recession last year, France suffers from climate changes and their negative impacts on vineyards. The appearance of extreme temperature events threatens the agricultural economy and farmers have to deal with the unsatisfactory current solutions. Using synthetic biology, we are developing a thermo-adaptive biological product SofterShock for protecting grapevines against climatic hazards. We are engineering a microorganism to make it respond differently according to the temperatures. Below 15C, anti-freeze proteins will prevent ice-crystal growth and above 37C, light-reflecting compounds will limit evapotranspiration. Once applied on crops, our solution will possess a double protection: anti-drought and anti-frost. We elaborate a killswitch strategy to limit microorganism dissemination and DNA transfer. In order to not alter plant biodiversity or wine characteristics, we will select the best chassis to combine with novel properties and bring an innovative approach to global crop protection.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
90,"b'The aim of our project is to create a biosensor for evaluating the concentration of L-theanine. Theanine is an amino acid primarily found in particular plants, especially in tea plant (Camellia sinensis). Theanine boosts alpha brain waves, promoting relaxation. In addition, theanine is one of the taste ingredients of green tea, which is called as umami in Japanese, meaning pleasant savory taste. For these reasons, green tea containing the more theanine is considered to have the higher quality. Currently, the theanine content in green tea is measured by instrumental analysis depending on the expensive equipment. To reduce the cost and special technique required for the measurement, we aimed at developing a bacterial sensor to evaluate the theanine content in green tea based on identification of the genes in Bacillus subtillis that are induced in the presence of theanine.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
91,"b'To seek a clean and sustainable fuel resource, we sought to imitate the most efficient natural mechanism for the transduction of energy - photosynthesis. By engineering the photosynthesis system into E.coli, green hydrogen fuel can be produced simply from sunlight and water. To do this, we focused on the assembly of the hydrogenase enzyme complex, the final component of the photosynthesis pathway. We successfully added an [FeFe] Hydrogenase enzyme, from Chlamydomonas reinhardtii, ferredoxin, ferredoxin NADP+ reductase (FNR) and maturation enzymes (HydEFG), which together, work cohesively to produce our desired green hydrogen gas product. Our modeling and human practice approaches provided an assessment of the viability of the production of hydrogen on an industrial scale. We have also developed strategies to educate future generations about the potential applications of synthetic biology for providing alternative green energy solutions which can address the global energy crisis.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
92,"b'We are maximizing the efficiency of a bioanode in a three-fold approach. First, we stably express the MtrCAB operon from Shewanella oneidensis, an electric bacterium, in E. coli. MtrCAB is responsible for the production of membrane bound cytochromes and known to generate bacterial nanowires. We anticipate that the MtrCAB system will allow for an electric E. coli that produces nanowire connections between the anode and bacterium for direct electron transfer. Second, we utilize variants of the Aspergillus niger enzyme, glucose oxidase (GOx), that are engineered for stability and affinity to gold (via the addition of thiol fusion tags). Finally, we synthesized a gold nanowire anode to increase the surface area for GOx affinity, bacterial nanowire connections and electron deposition. We envision a system that utilizes each approach concurrently in an effort to increase the electron shuttling of a biofuel cell at the anode.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
93,b'The project is aimed at solving the problem of thermal destruction of phytase of Citrobacter braakii during production of granulated compound feeds for farm animals. As producers serving as capsules for phytase molecules and protecting them from high temperatures we will use Yarrowia lipolytica. In order to protect phytase from degradation when affected by enzymes of yeast cells we will modify the protein attaching another protein  phytochelatin  to one of the ends of the protein chain. Phytochelatin has a very stable and compact structure resistant to yeast enzymes and will serve as a barrier between phytase and such destructive enzymes.',"['Food & Energy', 'Food & Nutrition', 'Energy']"
94,"b'Our team wants to make nutritious foods that can be stored for a long time to help people suffering from hunger. Starvation is caused by the fact that not only calories but also nutrients such as protein are short. Therefore, we propose nutritious food that can be stored for a long time by fermentation mainly using fish which is a protein source which does not cost money to raise. We focused on the fermented food called Funazushi which rooted in the area where we live in. We will develop nutritious food by recombining yeast which was dominant species of Funazushi and making yeast produces nutrients lacking in the area. Because Funazushi is high salt concentration and low pH state during fermentation ,we will try to create yeast which make necessary nutrients for nation which is troubled by starvation while have resistance to high salt concentration and low pH.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
95,"b'Fusarium head blightFHBis one of the most destructive global disease of cerealwhich poses a significant threat to the wheat production and the safety of food. Fusarium Graminearum predominates among several Fusarium species that can cause FHB. Deoxynivalenol (DON) and zearalenone (ZEN) compounds, produced by Fusarium that are common contaminants which pose a threat to human and animal health. So the main purpose of our project is to prevent FHBnot only inhibit growth of the F. graminearumbut also degrade DON and ZEN . We choose to have mass production of biological pesticidesantifungal peptide using yeast system and engineer Yeast-based biosensor to detect. Considering biosafetyour project also includes a kill switch, which is responsible for preventing gene contamination. The mammalian Bax protein will confer a lethal phenotype when expressed in yeast. This reassures that the yeast removes itself when it was exposed to the environment.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
96,"b'In the process of oil recovery by water injection, large water channels will be formed. Water mainly flows through these channels, avoiding brushing the oil stuck in the minor channels, so that the oil remains unexplored. Our project is aiming to engineer Enterobacter sp. FY-07 (which is separated from oilfield produced water and able to produce cellulose in anaerobic conditions) using toggle switch, so as to produce rhamnolipid and cellulose in an controllable way. The engineered Enterobacter sp. FY-07 acts as the traffic police controlling the oil flux. In large channels, cellulose is produced to clog the flowing water and help it enter into the minor channels and wash out the oil within them. In minor channels, rhamnolipid is produced to emulsify oil, so the oil can be easily washed out. Our project aims at improving oil recovery rate in the oil harvesting process using the engineered bacteria.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
97,"b'Facing the threatening energy crisis, scientists are craving for alternative energy sources. Taking both clean energy productivity and other factors under consideration, we have decided to target our project on increasing the oil accumulation in microalgae by multiple approaches. On the one hand, we have determined to make microalgae undergo nitrogen starvation to increase its oil accumulation by creating a co-culturing system of microalgae and NrtA-transformed Escherichia coli that can deprive microalgae of nitrogen source. On the other hand, we have changed the color of microalgae by transforming pigmentation functions from other species into microalgae cells to enhance its efficiency of photosynthesis. By combining these two approaches, we can develop a new intelligent system which can enhance bio-energy production and contribute to the needs of renewable clean energy.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
98,"b'In China and Europe, substitutes for drinking alcohol, known as fake alcohol, have caused dangerous health effects in the community. One such substitute is methanol, known to cause blindness and/or death. The methyltransferase pathway exists in Methanosarcina Acetivorans, converting methanol into methane. By taking advantage of this pathway and two of its essential component, mtaB and corrinoid protein mtaC, methanol may be reduced in fake alcohol solution without affecting the concentration of ethanol. Since methane is a greenhouse gas, we stopped the biological pathway halfway at its intermediate methyl-mtaC. After transforming mtaB and mtaC into DH5 strain of E.coli, the effectiveness of the pathway remained undetermined due to limitations of our gas chromatography equipment and to large fluctuations in our magenta sulfite colorimetric results. Further tests, including clonogenic assay and fluorescence counterstaining, suggest that the possibility of the E.coli being unable to survive in methanol could be ruled out.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
99,"b'The rise of the super bugs poses an imminent threat that looms large for the very existence of humanity, catching us off guard and weaving the web of extensive antibiotic resistance. Antimicrobial peptides have found a meteoric acclamation amongst research scientists owing to their lineament of resisting the resilience of bacteria. Latarcins are antimicrobial peptides found in spider venom. Latarcin-2a(M-Zodatoxin) is a 26 amino acid, highly cationic peptide that lyses microbes via a discrete, membrane-specific carpet mechanism. A proposed mutation to its native form eliminates its existing haemolytic and cytolytic activity thus rendering it innocuous to humans. In an attempt to overcome the lethal effects of Latarcin on our chassis itself, a quorum sensing mechanism will be incorporated into our host. Having identified a niche in the food preservative sector, we plan to enclose this engineered strain in a food wrapper to extend the shelf life of food.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
100,"b'The PowerLeaf introduces a novel solution for long-term storage of solar energy, thus becoming an alternative to solar cells. This is accomplished without the use of environmentally harmful resources. The device is designed to resemble a plant leaf, which is meant to provide a nature-in-city ambience. This hypothetical implementation of the PowerLeaf in an urban environment, was developed through public engagement and collaboration.The bacterial solar battery is composed of an energy storing unit (1), and an energy converting unit (2). The energy storing unit (1) is defined by a genetically engineered Escherichia Coli, which fixates carbon dioxide into the chemically stable polymer cellulose. A light sensing system activates dormancy during nighttime, to reduce energy lost by metabolism. The energy converting unit (2) uses genetically engineered Geobacter Sulfurreducens to consume the stored cellulose. Retrieved electrons are transferred by optimized nanowires to an anode resulting in an electrical current.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
101,"b'With an ever-growing world population, having sustainable and reliable crops for food production is becoming increasingly important. However, every year millions of dollars worth of produce is damaged, lost, or never produced because of frosts. Frost damages new shoots and buds of crop plants through the formation of ice crystals within the tissues, which rupture the surrounding cells. As a result, new plant and fruit growth is severely inhibited. Despite promising research into frost resistance mechanisms, the majority of producers still utilise costly, and often ineffective, traditional methods of frost avoidance. Our team seeks to introduce a variety of frost resistance genes into the model organisms Arabidopsis thaliana and Escherichia coli for characterisation. This will provide insight into the varying ability of frost resistance genes to protect model organisms at sub-zero temperatures, ultimately leading to the production of frost tolerant crops.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
102,"b'The purpose of our project is to improve upon the quality of wine nutritional value production by way of genetically engineered yeast, aimed at several objectives. The first is spoilage of the wine due to the undesired presence of the Brettanomyces yeast. We intend to target this obstacle by secretion of Brett-specific toxins by our ""designer"" yeast. Second, enhancing the health benefits of wine, specifically antioxidant content, by increasing presence of reservatrol. Third, lowering the glycemic index of wine while maintaining its flavor and quality by introducing the Miraculin molecule.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
103,"b'We engineered yeasts to be biosensors of aflatoxin (AFT), a carcinogen to human. Often produced by molds when foods decay, AFT is easily found in everyday foods such as grains, oil and milk. However, its detection remains expensive and inconvenient, requiring special equipment. We developed a biosensor of aflatoxin easy for household use which gives a warning of AFT levels beyond safety limit in oil and milk. Utilizing the yeast two-hybrid (Y2H) assay, we fused two partial antibodies (single-chain variable fragments) targeting aflatoxin with Y2H elements to drive the expression of the reporter gene in response to AFT. The reporter is a hexose transporter gene linking the level of AFT detected to the concentration of glucose in medium, easily read out by a glucometer. Thus we combine the sensitivity of antibody reaction, flexibility of Y2H assay and convenience of glucometer readout to facilitate household detection of AFT in everyday foods.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
104,"b'Aquatic products provide Chinese people with gourmet foods as well as high-quality proteins. In China, freshwater aquaculture products contribute up to 68% to total aquaculture products. Nevertheless, in freshwater aquaculture, there exists a major problem of excessive ammonia nitrogen in pond water, which is toxic to aquatic creatures. Although ammonia nitrogen concentration is critical in water quality evaluation, few farming ponds in China are equipped with ammonia monitoring systems, causing fish diseases and reduced aquaculture production. This year, UCAS iGEM team engineered E.coli to sense ammonia in pond water and alert farmers to high ammonia concentration. Furthermore, to remove the excess nitrogen from water, we introduced human xanthine oxidase to transfer ammonia into uric acid precipitation. Consequently, breeding density can be raised and farming water can be recycled, thus reducing costs and increasing benefits. Our uric acid-producing microorganism can also serve as a platform to select effective drugs for gout.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
105,"b'To ensure consumer safety, all processed food and beverages are subject to rigorous testing for contaminants that are hazardous to human health. This testing can be expensive, inaccessible and time-consuming. Since these sophisticated tests are often limited to large-scale producers, local dairy farmers, microbreweries and home-brewers remain vulnerable to penalties and poisoning should the level of contaminants in their products fall outside the regulatory guidelines. Our iGEM project aims to create a biosensor, specifically to detect antibiotic residues in milk and methanol in alcohol. The universal readout will incorporate a blue chromoprotein, AmilCP, which will correlate with the concentration of the contaminant and be quantified with a portable colourimetric device linked to smartphones. A cell-free system will be utilised to circumvent the risks associated with the use of genetically-modified live bacteria outside the laboratory.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
106,"b'Biofuels are a promising, nearly carbon-neutral alternative fuel source, often derived from algal lipid production. Previous methods of fuel harvest have relied on destructive means of extraction, but we aim to upregulate the excretion of lipids, allowing for potential harvest by physical separation. Our goal is to enhance the algal lipid production and extracellular transport in Nannochloropsis oceanica, a well characterized species with high lipid content. This will be achieved by upregulating the endogenous lipid production enzymes of the cell with high expression promoters and transfecting algae with an ATP binding cassette transporter from Arabdopsis thaliana. Next steps will include developing a system to physically separate excreted lipid from the algal biomass, while maintaining a productive continuous culture.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
107,"b'The University of Georgias 2017 iGEM team aims to engineer a biosensor for the detection of aflatoxin B1, a harmful mycotoxin peanut contaminant. As Georgia produces more peanuts than any other state in the United States, UGA iGEM recognizes that aflatoxin B1 contamination in peanuts is a regionally important issue. While other iGEM teams have developed detection methods for aflatoxin B1, these methods lack high specificity. To achieve a highly-specific biosensor, UGA iGEM has incorporated an aflatoxin B1 aptamer that has previously been used for an in vitro detection assay. By mimicking this system in vivo, UGA iGEM is developing a cost-effective two-component riboswitch aflatoxin biosensor. This technology could be utilized in the manufacturing process to cut costs in recognizing infected peanuts. Moreover, by creating an affordable aptasensor, this will both make peanut crop growth more accessible to developing countries and decrease aflatoxin-related deaths worldwide.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
108,"b'Out of 500 some existing amino acids nature only picks 20 as major building blocks to make proteins. To analyze these 20 molecules, a Matlab computer algorithm is scripted to measure physical-chemical distance among them, which is then summed up to score homologous proteins. We called the program Pangu, a Chinese legendary figure, to reflect the shared-common ancestor of life on earth. We hope programs like Pangu would supplement standard methods of analyzing phylogenetic relationships between proteins and species. Guided by Pangu algorithm, we will synthesize an artificial squalene cyclase in cultured human cells to study basic physiology of cholesterol and related analogs. We hope the result will help to develop new methods to identify micro-nutrients importance for human health. Last but not least, we will continue our 2016 iGEM program iGUT, an E.coli-expressed beta-glucosidase for notoginseng processing to improve bio-availability.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
109,"b'Urban overpopulation, climate change and natural resources decrement are threatening food security. Ensuring season-less, accessible and local food production promotes a sustainable agriculture. Valencia_UPV provides a whole new system to control plant physiology at both genetic and environmental level. ChatterPlant is a SynBio-based solution that works as plant-human interface allowing a bidirectional communication. First, a root-specific modular optogenetic circuit enables control on plants endogenous gene expression (e.g flowering). Then, a sensor circuit with color coded output provides specific information of stress conditions, accelerating corrective measures. The genetic setup is complemented with a hardware device, ChatterBox, specially designed to control plants growth conditions. ChatterPlants possibilities can be improved gathering Plant SynBio knowledge. PlantLabCo is an open-access online platform which aims to unify Plant SynBio researchers work. Individual results can be published, supported by a modeling software tool integrated to ease the mathematical models generation of genetic circuits.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
110,"b'Among some kind of nutrients, proteins are very important elements for body formation. However, it is difficult for people in poor areas to continuously obtain protein rich foods. Therefore, in addition to these ingredients, we propose Bacterial Supplement anyone can easily take it into the body. We got this idea from Papuans living in Papua New Guinea. Despite their low-protein diets, they have muscular bodies. It is thought that nitrogen fixing bacteria in their intestines are influencing on protein nutrition. We thought to construct a pathway to synthesize amino acids from nitrogen in E. coli, introducing it in the future. To synthesize amino acids, we first express nitrogenase to convert nitrogen to ammonia. We then express amino acid dehydrogenase to synthesize glutamate and phenylalanine from accumulated ammonia. We hope that our project will contribute to the solution of protein-energy malnutrition by fixing this E. coli in our intestinal flora.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
111,"b'Organophosphate (OP) insecticides, including parathion and malathion, inhibit the enzyme acetylcholinesterase, thereby causing over-accumulation of the neurotransmitter acetylcholine. OPs account for 30% of pesticide sales worldwide. Over 200,000 people, mostly farm workers, die each year from over-exposure. The OP malathion is the most common insecticide contaminant of livestock feed in the U.S. Here we show that Escherichia coli that express artificially evolved enzymes protect a model animal, Drosophila melanogaster, from otherwise toxic doses of malathion. This result is significant because the strategy could be extended to protect pollinating insects, livestock and farm workers from malathion. More generally, these results suggest that enzymes that bioremediate toxinscan be applied without purification as long as they are expressed in environmentally benign hosts.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
112,"b'Our challenge is to solve the problem of heavy metal polluted soil, especially in areas of high industrial use, such as mining. We enable a tabacco plant to hyperaccumulate cadmium and lead by transfering genes of arabidopsis halleri and adding other special abilities that support accumulation of heavy metals.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
113,"b'Although many genetic parts have been characterized, they are mostly from and for model species with limited studies on their compatibility. Additionally, significant amount of omics data has also been accumulated but not widely utilized yet. Zymomonas mobilis is a non-model Gram-negative ethanologenic bacterium with many desirable characteristics to favor the production of lignocellulosic biofuels. In this project, a reporter-gene system for Z. mobilis was established to effectively characterize genetic parts such as promoters and RBS. Moreover, promoter strength was systematically predicted based on omics datasets. These genetic parts including their compatibility were then characterized and further utilized for building an isobutanol-production module to convert campus waste paper cartons into renewable biofuels of ethanol and isobutanol. The success of our project will not only build up a reporter-gene system, basic and composite parts for the non-model species, but also provide renewable biofuels while protecting the campus environment.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
114,"b'To convert optical energy into electric energy in a clean and sustainable way, Optopia is designed as a photovoltaic system consisting of photosynthetic microorganism (Rhodopseudomonas palustris) and electrogenic microorganism (Shewanella oneidensis). Synthetic biology strategies are applied to the system to trigger production and export of lactate in Rhodopseudomonas palustris, as well as to improve efficiency of lactate utilization and extracellular electron generation in Shewanella oneidensis. Compared to Cyanobacteria, also a kind of photosynthetic microorganism but generating oxygen in photosynthesis, Rhodopseudomonas palustris serves as a better carbon resource provider for Shewanella oneidensis, not only because of its anaerobic photosynthesis maintaining an anaerobic environment required for extracellular electron generation in Shewanella oneidensis, but also due to its capacity of reusing the waste from Shewanella oneidensis. Hence, functioning as a compatible and mutually beneficial optical MFC (Microbial Fuel Cell), Optopia creates a novel and optimized approach to utilize clean resources through optical-electric conversion.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
115,"b'FearOmone seeks to exploit the innate fear of murines for the cats. Our challenge is to create genetically engineered yeast producing cat pheromone-based biosynthetic deterrent and prepare a device capable of diffusing this cat pheromone to areas surrounding grain storage facilities, thereby keeping murines away. Our first aim is to transform our host system, S. cerevisiae, with necessary synthetic gene circuits which will result in a recombineered yeast that mimics the cat nephron pathway for producing felinine. Next, we will conduct controlled experiments in the form of murine behavior assays to test the effectiveness of our synthetically derived felinine as a rat/mouse deterrent. Finally, we intend to design user-friendly and field-effective hardware to integrate with our yeast cells and run simulations on field data to understand murine behavior in realistic conditions and over a reasonable time-frame, with the intention of designing software for optimal dispersal of our FerOmone.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
116,"b'Listeria monocytogenes is a Gram-positive, rod-shaped, food-borne bacterium, capable of causing the rare, but potentially fatal, disease listeriosis. L. monocytogenes can replicate at temperatures as low as 0C, allowing it to survive in industrial and domestic refrigerators. L. monocytogenes is often found in soft cheeses, making many varieties of cheese unavailable to those who are immunosuppressed. Man-Cheester aims to introduce the agr quorum sensing system from L. monocytogenes into bacteria used in the cheese making process. On detection of AIP, a key quorum sensing molecule of L. monocytogenes, a colour change will occur, causing the cheese to turn purple and alerting the consumer to its contamination. Our concept could be further developed to include other sources of L. monocytogenes contamination, such as meats, vegetables or kitchen surfaces, to prevent as many cases of listeriosis as possible.'","['Food & Energy', 'Food & Nutrition', 'Energy']"
