Link,Abstract,Author Keywords,Index Keywords
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086911722&doi=10.1029%2f2019JG005427&partnerID=40&md5=20728955c2aafce7104c781a0df787c5,"In sub-Saharan Africa (SSA), few studies have quantified greenhouse gas (GHG) emissions following application of soil amendments, for development of accurate national GHG inventories. Therefore, this study quantified soil GHG emissions using static chambers for two maize cropping seasons (one full year) of four different soil amendments in the central highlands of Kenya. The four treatments were (i) animal manure, (ii) inorganic fertilizer, (iii) combined animal manure and inorganic fertilizer, and (iv) a no-N control (no amendment) laid out in a randomized complete block design. Cumulative annual soil fluxes (February 2017 to February 2018) ranged from −1.03 ± 0.19 kg CH4-C ha−1 yr−1 from the manure inorganic fertilizer treatment to −0.09 ± 0.03 kg CH4-C ha−1 yr−1 from the manure treatment, 1,391 ± 74 kg CO2-C ha−1 yr−1 from the control treatment to 3,574 ± 113 kg CO2-C ha−1 yr−1 from the manure treatment, and 0.13 ± 0.08 to 1.22 ± 0.12 kg N2O-N ha−1 yr−1 in the control and manure treatments, respectively. Animal manure amendment produced the highest cumulative CO2 emissions (P &lt; 0.001), N2O emissions (P &lt; 0.001), and maize yields (P = 0.002) but the lowest N2O yield-scaled emission (YSE) (0.5 g N2O–N kg−1 grain yield). Manure combined with inorganic fertilizer had the highest cumulative CH4 uptake (P &lt; 0.001) and N2O YSE (2.2 g N2O–N kg−1 grain yield). Our results indicate that while the use of animal manure may increase total GHG emissions, the concurrent increase in maize yields results in reduced yield-scaled GHG emissions. © 2020. American Geophysical Union. All Rights Reserved.",carbon dioxide; fertilization; methane; nitrous oxide; organic fertilizers; yield-scaled greenhouse gas emissions,crop production; cropping practice; emission inventory; flux measurement; greenhouse gas; maize; management practice; manure; soil amendment; soil emission; soil fertility; soil management; upland region; Kenya; Animalia; Zea mays
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083738600&doi=10.1002%2feet.1888&partnerID=40&md5=1247bcb68c035d0ddbe2055cf6d04623,"The Reduction of Emissions from Deforestation and forest Degradation (REDD+) mechanism faces implementation challenges related to tenure security and governance institutions. In response, multiple regional climate mitigation initiatives have emerged. In Peru, indigenous networks have created their own Indigenous Amazonian REDD (RIA), an initiative aiming to strengthen property rights for native peoples. At roughly the same time, the Peruvian government launched the National Forest Conservation Program (PNCB), a conditional payment scheme aiming to encourage sustainable forest management. However, these initiatives must still overcome fragmented institutional governance of forests at the regional scale and continued challenges related to indigenous tenure security. This article examines how indigenous federations and the Peruvian government are attempting to implement these initiatives in the Amazonian region of Madre de Dios to examine how challenges play out in practice. These cases illustrate the institutional gaps between national policies, regional capacities, and local needs and expectations. However, it also demonstrates how an innovative institutional partnership at the subnational scale may be overcoming some of these challenges. © 2020 The Authors. Environmental Policy and Governance published by ERP Environment and John Wiley & Sons Ltd",Amazon; indigenous tenure security; institutional gaps; local participation; Peru; REDD+,climate change; deforestation; emission control; government; implementation process; indigenous population; local participation; tenure system; Amazonia; Madre de Dios; Peru
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082019942&doi=10.1016%2fj.cor.2020.104926&partnerID=40&md5=8f69de84d8039dd8ba0faedf967f8d8f,"Agriculture plays an important role in sustaining all human activities. Major challenges such as overpopulation, competition for resources poses a threat to the food security of the planet. In order to tackle the ever-increasing complex problems in agricultural production systems, advancements in smart farming and precision agriculture offers important tools to address agricultural sustainability challenges. Data analytics hold the key to ensure future food security, food safety, and ecological sustainability. Disruptive information and communication technologies such as machine learning, big data analytics, cloud computing, and blockchain can address several problems such as productivity and yield improvement, water conservation, ensuring soil and plant health, and enhance environmental stewardship. The current study presents a systematic review of machine learning (ML) applications in agricultural supply chains (ASCs). Ninety three research papers were reviewed based on the applications of different ML algorithms in different phases of the ASCs. The study highlights how ASCs can benefit from ML techniques and lead to ASC sustainability. Based on the study findings an ML applications framework for sustainable ASC is proposed. The framework identifies the role of ML algorithms in providing real-time analytic insights for pro-active data-driven decision-making in the ASCs and provides the researchers, practitioners, and policymakers with guidelines on the successful management of ASCs for improved agricultural productivity and sustainability. © 2020 Elsevier Ltd",Agricultural supply chain; Machine learning; Smart farming; Sustainability; Systematic literature review,Agriculture; Data Analytics; Decision making; Environmental technology; Food supply; Learning systems; Machine learning; Productivity; Soil conservation; Supply chains; Water conservation; Agricultural production system; Agricultural supply chains; Agricultural sustainability; Ecological sustainability; Environmental stewardship; Information and Communication Technologies; Smart farming; Systematic literature review; Sustainable development
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083848002&doi=10.1016%2fj.physletb.2020.135426&partnerID=40&md5=e51d0c940d7201f05b79c887fca5f07f,"A test of CP invariance in Higgs boson production via vector-boson fusion is performed in the H→ττ decay channel. This test uses the Optimal Observable method and is carried out using 36.1fb−1 of s=13TeV proton–proton collision data collected by the ATLAS experiment at the LHC. Contributions from CP-violating interactions between the Higgs boson and electroweak gauge bosons are described by an effective field theory, in which the parameter d˜ governs the strength of CP violation. No sign of CP violation is observed in the distributions of the Optimal Observable, and d˜ is constrained to the interval [−0.090, 0.035] at the 68% confidence level (CL), compared to an expected interval of d˜∈[−0.035,0.033] based upon the Standard Model prediction. No constraints can be set on d˜ at 95% CL, while an expected 95% CL interval of d˜∈[−0.21,0.15] for the Standard Model hypothesis was expected. © 2020 The Author(s)",,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067419705&doi=10.1080%2f14719037.2019.1619813&partnerID=40&md5=0f716cefae8e274f7eb961ec1fee2899,"Do civil servants in some countries have higher organizational commitment? Is there any substantial cross-national variation in the form and degree of commitment? Good governance studies show a positive link between Weberian bureaucracy and favourable macro-level outcomes. However, previous comparative research is silent regarding cross-national differences of individual bureaucrats’ attitudes and their relationship with national bureaucratic structures. Employing social exchange theory, we argue that closed civil service systems produce higher commitment in senior public officials than open systems do. Using two large data sets in 20 European countries, we find closed systems are associated with continuance and normative commitment. © 2019, © 2019 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",Bureaucratic structure; civil service systems; comparative public administration and management; organizational commitment; social exchange theory; Weberian bureaucracy,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090157585&doi=10.1109%2fCVPRW50498.2020.00051&partnerID=40&md5=4094769fe91861d33cbad8adefb18e04,"Human perception is limited to perceive the objects beyond the range of visible wavelengths in the Electromagnetic (EM) spectrum. This prevents them to recognize objects in different conditions such as poor illumination or severe weather (e.g., under fog or smoke). The technological advancement in thermographic imaging enables the visualization of objects beyond visible range which enables it's use in many applications such as military, medical, agriculture, etc. However, due to the hardware constraints, the thermal cameras are limited with poor spatial resolution when compared to similar visible range RGB cameras. In this paper, we propose a Super-Resolution (SR) of thermal images using a deep neural network architecture which we refer to as TherISuRNet. We use progressive upscaling strategy with asymmetrical residual learning in the network which is computationally efficient for different upscaling factors such as ×2, ×3 and ×4. The proposed architecture consists of different modules for low and high-frequency feature extraction along with upsampling blocks. The effectiveness of the proposed architecture in TherISuRNet is verified by evaluating it with different datasets. The obtained results indicate superior results as compared to other state-of-the-art SR methods. © 2020 IEEE.",,Agricultural robots; Cameras; Computational efficiency; Computer vision; Deep neural networks; Medical imaging; Military applications; Optical resolving power; Smoke; Computationally efficient; Hardware constraints; Low and high frequencies; Proposed architectures; Spatial resolution; Super resolution; Technological advancement; Visible wavelengths; Network architecture
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090132650&doi=10.1109%2fCVPRW50498.2020.00240&partnerID=40&md5=1aa11c07fbdadafc66d10def6abf590e,"Current state-of-the-art Single Image Super-Resolution (SISR) techniques rely largely on supervised learning where Low-Resolution (LR) images are synthetically generated with known degradation (e.g., bicubic downsampling). The deep learning models trained with such synthetic dataset generalize poorly on the real-world or natural data where the degradation characteristics cannot be fully modelled. As an implication, the super-resolved images obtained for real LR images do not produce optimal Super-Resolution (SR) images. We propose a new SR approach to mitigate such an issue using unsupervised learning in Generative Adversarial Network (GAN) framework - USISResNet. In an attempt to provide high quality SR image for perceptual inspection, we also introduce a new loss function based on the Mean Opinion Score (MOS). The effectiveness of the proposed architecture is validated with extensive experiments on NTIRE-2020 Real-world SR Challenge validation (Track-1) set along with testing datasets (Track-1 and Track-2). We demonstrate the generalizable nature of proposed network by evaluating real-world images as against other state-of-the-art methods which employ synthetically downsampled LR images. The proposed network has further been evaluated on NTIRE 2020 Real-world SR Challenge dataset where the approach has achieved reliable accuracy. © 2020 IEEE.",,Computer vision; Image resolution; Optical resolving power; Adversarial networks; Degradation characteristics; Low resolution images; Mean opinion scores; Proposed architectures; Real-world image; State-of-the-art methods; Super resolution; Deep learning
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086364803&doi=10.3390%2fsu12114766&partnerID=40&md5=b541dcee6eb876bb7052c6524ad95328,"As the effects of climate change are severely strainingWest African agricultural systems, the adoption of more incisive interventions in support of sustainable development agendas for the region is highly critical and cannot be further delayed by governments. Neglected and underutilized species (NUS) are one important ally in pursuing resilience in both production and food systems because of their promising traits in terms of nutrition, adaptation to local agroecosystems, and economic potential for local populations. Focusing on fonio, a gluten-free traditional cereal, and Bambara groundnut, a protein-rich leguminous crop, we investigate issues in their production, commercialization, and consumption in southern Mali. The aim was to assess needs and opportunities for improving their value chains and increasing their use and societal benefits. Using a Rapid Market Appraisal method, we surveyed traders, producers, processors, and consumers of target crops in 2017 and 2018. Our findings indicate that while both crops are consumed and praised by local populations, critical bottlenecks inhibit their wider socioeconomic potential. Lack of access to inputs and equipment and presence of sand in the commercialized product are important issues for fonio, whereas the Bambara groundnut value chain suffers from poor processing facilities and lack of market promotion. Policy recommendations to tackle the identified bottlenecks are proposed. © 2020 by the authors.",Bambara groundnut; Fonio; Mali; Sustainable agriculture; Underutilized crops,adaptive management; agricultural market; agricultural production; climate change; climate effect; commercialization; farming system; food consumption; governance approach; nut; socioeconomic conditions; sustainable development; Mali; Digitaria exilis
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084159177&doi=10.1007%2fs11104-020-04528-x&partnerID=40&md5=657c85c9c3fe537987aeae2912e81eaf,"Aims: Decomposition of manure deposited onto pasture from grazing animals represents an important process for carbon (C) and nitrogen (N) cycles in grassland systems. However, studies investigating manure decomposition are scarce; especially in sub-Saharan Africa (SSA). Methods: In this study, we measured decomposition of three types of animal manure (cattle, sheep, goat) over &gt;1 year using litter bags at four climatically different sites across Kenya. Results Manure dry matter, total C, total N and ammonium concentrations decreased exponentially, with the most rapid decrease occurring during the first few weeks following application, followed by slower changes during the following 2–3 months. Rates of N mineralization were lower than those for C mineralization, resulting in decreasing C/N ratios over time. Generally, cattle manure decomposed faster than sheep or goat manure despite having a higher initial C/N ratio and lower N concentration, with decomposition rates for dry matter ranging from 0.200 to 0.989 k year−1. Cellulose decomposed first, while lignin concentrations increased among all manure types and at all sites. Conclusions: We found that total manure decomposition rates were positively correlated with cumulative precipitation and aridity index, but negatively correlated with mean temperature. Our results show much slower decomposition rates of manures in semi-arid tropical environments of East Africa as compared to the few previous studies in temperate climates. © 2020, The Author(s).",Cellulose; Climatic conditions; Lignin; Litter bags; Manure; Mineralization; Sub-Saharan Africa (SSA),carbon cycle; cattle; cellulose; climate effect; concentration (composition); decomposition; dry matter; grassland; lignin; manure; mineralization; nitrogen cycle; pasture; sheep; tropical region; Kenya; Animalia; Bos; Capra hircus; Ovis aries
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083974708&doi=10.1007%2fs11186-020-09391-4&partnerID=40&md5=900a4be882cb4f8c1555152e2aa69895,"The Trump presidency has been remarkable in its attacks on many mainstream institutions. It has tapped populist sentiment that reflects little confidence in the key decision-making centers in American society. Higher education has not escaped this attack. Indeed, criticism of the academy has gone well beyond the debated policies of affirmative action and political correctness to the very status of expert knowledge itself, questioning what is legitimate knowledge. Claims of “false data” and “alternative facts” parade in the public arena without the benefit of reasoned scholarship that might separate fact from fiction. Nowhere is this more obvious than in the attack on science, particularly scientific research focusing on environmental issues and climate change. Nonetheless, a small number of academicians—supposed arbiters of truth—advocate for Trump. How does one explain this apparent anomaly? Why would scholars support a president and populist movement that attack the very foundations of their professional life: knowledge and expertise? I have identified 103 such professors who offer their public support of Trump through blogs, essays, op-ed pieces, public lectures, tweets, YouTube videos, and even a couple of trade books. These are public intellectuals who intervene beyond the classroom and laboratory to promote a political agenda that is supportive of Trump. They are public advocates for Trump: academic Trumpists. Who are these individuals? Where do they teach? What do they teach? What kinds of connections external to the academy do they cultivate? How do they justify their support of Trump? This article offers some answers to these questions. It draws inspiration from Bourdieu’s field analysis of the politics of higher education and the sociology of conservative intellectuals. © 2020, Springer Nature B.V.",Conservatism in American higher education; Field analysis of conservative American professors; Heteronomy in the American academy; Populist politics in American higher education; Public intellectuals for Trump; Radical right in US colleges,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076525976&doi=10.1057%2fs41304-019-00225-1&partnerID=40&md5=000e16330c9b1d4d001ed23eafd06d51,"Currently, we are facing a challenge in quality citizen participation from populism, which is bringing not renewal of democracy, but corrosion—and potentially its dismantling—from the inside. Many people are being misled by nationalist entrepreneurs who are not committed to democracy or solving the problems which the average person faces, but to their own power and personal egos. Whether the challenges come from the political left or right, democracy needs consistent and quality participation by all of its citizens. As a significant part of the citizenry fails to fight for democracy, factual evidence, and the rights of all of the people, I argue that political scientists must re-examine what we are doing inside and outside of the classroom to foster students’ and communities’ growth in political knowledge, democratic skills, and democratic values and habits. This essay explores three points—content, quality of information, and context—to demonstrate how we can improve teaching and learning in civic education. Collegiate-level educators can ensure that we are positively contributing to the preservation and advancement of our democracies and battling the forces that seek to undermine our democracies. © 2019, European Consortium for Political Research.",Civic engagement; Higher education; Political rights; Populism,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061001961&doi=10.1017%2fS174217051900005X&partnerID=40&md5=7e17ffc14aa3d8912765601e9ae55467,"Conservation agriculture (CA) and no-till (NT)-based cropping systems could address soil degradation and fertility decline in southern Africa. A multi-location and multi-year experiment was carried out between 2008 and 2014 to assess the effects of different levels of maize residue biomass (0, 2, 4, 6 and 8 t ha-1) and nitrogen (N) fertilizer (0, 30, 90 kg ha-1) on maize performance under no-tillage. In some sites, different (N) fertilizer levels were superimposed to test their effects on maize grain yield and leaf chlorophyll content under different maize residue biomass levels. The different residue levels had no significant effect on maize yield in most growing seasons. Maize residue cover increased grain yield in eight out of 39 site-years across the sites used. However, in some sites, maize yield decreased with increases in residue level in cropping seasons that had average to above average rainfall. At a few sites maize yield increased with increase in residue level. Seasonal rainfall pattern influenced the effect of different residue levels on grain yield at most sites. Nitrogen fertilizer increased maize yield regardless of the residue level applied. This study demonstrates that mulching with maize residues in CA/NT systems results in limited maize yield gains - at least within the first 6 years in different agro-ecological conditions of southern Africa. Copyright © 2019 Cambridge University Press.",Chlorophyll; crop-livestock interaction; immobilization; residue retention; sustainable intensification,agricultural management; alternative agriculture; chlorophyll; crop yield; fertility; fertilizer application; growth response; maize; nitrogen; yield response; Southern Africa
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081126609&doi=10.1016%2fj.comnet.2020.107182&partnerID=40&md5=76ccff2c9b016b8da0e25399c5541a24,"Reducing the singling overhead for tracking and mobile paging devices is a challenging issue in the study of location management of cellular networks. Cellular networks have become massive generators of data, and in the forthcoming years, this data is expected to increase drastically. Big data-based intelligence and analytics can improve network operational efficiency and user service quality. This work proposes to exploit massive handover and paging data from cellular networks to minimize singling due to user mobility. In this paper, we offer a new holistic tracking area lists (TAL) management methodology, considering group user mobility behavior and paging characteristics. Firstly, a series of graphs showing the evolution of user mobility and traffic is built from handover and paging statistics in the network management system (NMS). Then, the TAL allocation problem is formulated as a classical graph partitioning problem, which is then solved by detecting overlapping communities algorithm based on game theory. Results show that the proposed method can effectively reduce the location management singling overhead and improve the TAL configuration efficiency. © 2020 Elsevier B.V.",Cellular networks; Graph partitioning; Location management; Overlapping community; Tracking area list,Behavioral research; Cost reduction; Efficiency; Game theory; Graph algorithms; Location; Mobile telecommunication systems; Wireless networks; Cellular network; Graph Partitioning; Location management; Overlapping communities; Tracking area lists; Graph theory
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087688172&doi=10.1038%2fs43016-020-0074-1&partnerID=40&md5=ce96e305752315de4f34ddc2547e65a3,"Future technologies and systemic innovation are critical for the profound transformation the food system needs. These innovations range from food production, land use and emissions, all the way to improved diets and waste management. Here, we identify these technologies, assess their readiness and propose eight action points that could accelerate the transition towards a more sustainable food system. We argue that the speed of innovation could be significantly increased with the appropriate incentives, regulations and social licence. These, in turn, require constructive stakeholder dialogue and clear transition pathways. © 2020, Springer Nature Limited.",,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085372900&doi=10.3390%2fINFO11050251&partnerID=40&md5=df8d9187344d5de44d094da7015b3ef4,"Decision-making in ship investment is a complex and difficult process with trade-offs. The purpose of this study is to guide the decisions on the purchase of dry bulk carriers based on a Fuzzy Technique for Order Preference by Similarity to Ideal Solution (Fuzzy TOPSIS) multi-criteria decision analysis algorithm. A set of criteria and a set of alternatives based on various characteristics are developed and evaluated with expert questionnaires. The proposed method provides weights for a given criteria to provide ranked alternatives, identifying the optimal solution. The alternatives among the multiple suppliers are ranked in the context of the shipping investment. This study reveals that shipowners are rather acting with a holistic perspective in ship purchase; however, we prove a detailed analysis is required. © 2020 by the authors.",Fuzzy logic; Multi criteria decision analysis; Shipping business; TOPSIS,Economic and social effects; Purchasing; Ships; Surveys; Bulk carrier; Fuzzy techniques; FUZZY TOPSIS; Holistic perspectives; Multi-criteria decision analysis; Optimal solutions; Ship investments; Trade off; Decision making
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083460130&doi=10.1016%2fS1474-4422%2820%2930071-5&partnerID=40&md5=40f7bfcd169a9d5e070cd54ac055579d,"Background: CSF and PET biomarkers of amyloid β and tau accurately detect Alzheimer's disease pathology, but the invasiveness, high cost, and poor availability of these detection methods restrict their widespread use as clinical diagnostic tools. CSF tau phosphorylated at threonine 181 (p-tau181) is a highly specific biomarker for Alzheimer's disease pathology. We aimed to assess whether blood p-tau181 could be used as a biomarker for Alzheimer's disease and for prediction of cognitive decline and hippocampal atrophy. Methods: We developed and validated an ultrasensitive blood immunoassay for p-tau181. Assay performance was evaluated in four clinic-based prospective cohorts. The discovery cohort comprised patients with Alzheimer's disease and age-matched controls. Two validation cohorts (TRIAD and BioFINDER-2) included cognitively unimpaired older adults (mean age 63–69 years), participants with mild cognitive impairment (MCI), Alzheimer's disease, and frontotemporal dementia. In addition, TRIAD included healthy young adults (mean age 23 years) and BioFINDER-2 included patients with other neurodegenerative disorders. The primary care cohort, which recruited participants in Montreal, Canada, comprised control participants from the community without a diagnosis of a neurological condition and patients referred from primary care physicians of the Canadian National Health Service for specialist care. Concentrations of plasma p-tau181 were compared with established CSF and PET biomarkers and longitudinal measurements using Spearman correlation, area under the curve (AUC), and linear regression analyses. Findings: We studied 37 individuals in the discovery cohort, 226 in the first validation cohort (TRIAD), 763 in the second validation cohort (BioFINDER-2), and 105 in the primary care cohort (n=1131 individuals). In all cohorts, plasma p-tau181 showed gradual increases along the Alzheimer's disease continuum, from the lowest concentrations in amyloid β-negative young adults and cognitively unimpaired older adults, through higher concentrations in the amyloid β-positive cognitively unimpaired older adults and MCI groups, to the highest concentrations in the amyloid β-positive MCI and Alzheimer's disease groups (p<0·001, Alzheimer's disease vs all other groups). Plasma p-tau181 distinguished Alzheimer's disease dementia from amyloid β-negative young adults (AUC=99·40%) and cognitively unimpaired older adults (AUC=90·21–98·24% across cohorts), as well as other neurodegenerative disorders, including frontotemporal dementia (AUC=82·76–100% across cohorts), vascular dementia (AUC=92·13%), progressive supranuclear palsy or corticobasal syndrome (AUC=88·47%), and Parkinson's disease or multiple systems atrophy (AUC=81·90%). Plasma p-tau181 was associated with PET-measured cerebral tau (AUC=83·08–93·11% across cohorts) and amyloid β (AUC=76·14–88·09% across cohorts) pathologies, and 1-year cognitive decline (p=0·0015) and hippocampal atrophy (p=0·015). In the primary care cohort, plasma p-tau181 discriminated Alzheimer's disease from young adults (AUC=100%) and cognitively unimpaired older adults (AUC=84·44%), but not from MCI (AUC=55·00%). Interpretation: Blood p-tau181 can predict tau and amyloid β pathologies, differentiate Alzheimer's disease from other neurodegenerative disorders, and identify Alzheimer's disease across the clinical continuum. Blood p-tau181 could be used as a simple, accessible, and scalable test for screening and diagnosis of Alzheimer's disease. Funding: Alzheimer Drug Discovery Foundation, European Research Council, Swedish Research Council, Swedish Alzheimer Foundation, Swedish Dementia Foundation, Alzheimer Society Research Program. © 2020 Elsevier Ltd",,"amyloid beta protein; apolipoprotein E4; phosphorylated tau 181; tau protein; unclassified drug; biological marker; tau protein; Alzheimer disease; Article; blood analysis; brain atrophy; cerebrospinal fluid; cognitive defect; diagnostic accuracy; disease severity; frontotemporal dementia; general practitioner; hippocampus; human; immunoassay; mild cognitive impairment; Mini Mental State Examination; multiinfarct dementia; positron emission tomography; primary medical care; priority journal; progressive supranuclear palsy; protein phosphorylation; adult; aged; Alzheimer disease; blood; female; male; middle aged; phosphorylation; prospective study; theoretical model; very elderly; young adult; Adult; Aged; Aged, 80 and over; Alzheimer Disease; Biomarkers; Cognitive Dysfunction; Female; Humans; Male; Middle Aged; Models, Theoretical; Phosphorylation; Prospective Studies; tau Proteins; Young Adult"
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082929224&doi=10.1016%2fj.jcs.2020.102981&partnerID=40&md5=8f977c6b5d4b45b232c2456d4e844b6a,"Unpredictable temperatures and rainfall associated with climate change are expected to affect wheat (Triticum aestivum L.) production in various countries. The development of climate-resilient spring wheat cultivars able to maintain grain yield and quality is essential to food security and economic returns. We tested 54 CIMMYT spring bread wheat genotypes, developed and/or released over a span of 50 years, in the field for two years under optimum sowing dates, as well as using two delayed sowing dates to expose crops to medium and severe heat-stress conditions. The grain yield and yield components were severely affected as the heat-stress increased. Two contrasting groups of 10 lines each were identified to determine the effect of heat-stress on bread-making quality. The first set included entries that produced high yields in optimal conditions and maintained higher yields under heat-stress (superior-yielding lines), while the second set included genotypes that did not perform well in the environment with high temperature (inferior-yielding lines). We identified genotypes exhibiting bread-making quality stability, as well as the quality traits that had higher correlation with the loaf volume in the environment without stress and under heat-stress. Of all the quality traits tested, dough extensibility (AlvL) and grain protein content had a significant influence in heat-stress adaptation. Most of the lines from the superior-yielding group were also able to maintain and even improve quality characteristics under heat-stress and therefore, could be used as parents in breeding to develop high-yielding and stable quality wheat varieties. © 2020 Elsevier Ltd",Bread wheat; Grain quality; Grain yield; Heat stress,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081367811&doi=10.1001%2fjamaneurol.2019.5154&partnerID=40&md5=e8148c8d926ab7813b9af721d6022c66,"Importance: Better understanding is needed of the degree to which individuals tolerate Alzheimer disease (AD)-like pathological tau with respect to brain structure (brain resilience) and cognition (cognitive resilience). Objective: To examine the demographic (age, sex, and educational level), genetic (APOE-ϵ4 status), and neuroimaging (white matter hyperintensities and cortical thickness) factors associated with interindividual differences in brain and cognitive resilience to tau positron emission tomography (PET) load and to changes in global cognition over time. Design, Setting, an Participants: In this cross-sectional, longitudinal study, tau PET was performed from June 1, 2014, to November 30, 2017, and global cognition monitored for a mean [SD] interval of 2.0 [1.8] years at 3 dementia centers in South Korea, Sweden, and the United States. The study included amyloid-β-positive participants with mild cognitive impairment or AD dementia. Data analysis was performed from October 26, 2018, to December 11, 2019. Exposures: Standard dementia screening, cognitive testing, brain magnetic resonance imaging, amyloid-β PET and cerebrospinal fluid analysis, and flortaucipir (tau) labeled with fluor-18 (18F) PET. Main Outcomes and Measures: Separate linear regression models were performed between whole cortex [18F]flortaucipir uptake and cortical thickness, and standardized residuals were used to obtain a measure of brain resilience. The same procedure was performed for whole cortex [18F]flortaucipir uptake vs Mini-Mental State Examination (MMSE) as a measure of cognitive resilience. Bivariate and multivariable linear regression models were conducted with age, sex, educational level, APOE-ϵ4 status, white matter hyperintensity volumes, and cortical thickness as independent variables and brain and cognitive resilience measures as dependent variables. Linear mixed models were performed to examine whether changes in MMSE scores over time differed as a function of a combined brain and cognitive resilience variable. Results: A total of 260 participants (145 [55.8%] female; mean [SD] age, 69.2 [9.5] years; mean [SD] MMSE score, 21.9 [5.5]) were included in the study. In multivariable models, women (standardized β = -0.15, P =.02) and young patients (standardized β = -0.20, P =.006) had greater brain resilience to pathological tau. Higher educational level (standardized β = 0.23, P &lt;.001) and global cortical thickness (standardized β = 0.23, P &lt;.001) were associated with greater cognitive resilience to pathological tau. Linear mixed models indicated a significant interaction of brain resilience × cognitive resilience × time on MMSE (β [SE] = -0.235 [0.111], P =.03), with steepest slopes for individuals with both low brain and cognitive resilience. Conclusions and Relevance: Results of this study suggest that women and young patients with AD have relative preservation of brain structure when exposed to neocortical pathological tau. Interindividual differences in resilience to pathological tau may be important to disease progression because participants with both low brain and cognitive resilience had the most rapid cognitive decline over time. © 2020 American Medical Association. All rights reserved.",,"amyloid beta protein; flortaucipir; fluorine 18; tau protein; tau protein; age; aged; Alzheimer disease; APOE epsilon 4 gene; Article; cerebrospinal fluid analysis; cognition; cortical thickness (brain); cross-sectional study; educational status; female; gene; genetics; human; longitudinal study; major clinical study; male; mild cognitive impairment; Mini Mental State Examination; neuroimaging; nuclear magnetic resonance imaging; positron emission tomography; priority journal; psychological resilience; sex; South Korea; Sweden; United States; white matter; brain; clinical trial; cognition; cognitive reserve; computer assisted diagnosis; diagnostic imaging; disease exacerbation; genetics; metabolism; multicenter study; neuroimaging; pathology; physiology; positron emission tomography-computed tomography; procedures; risk factor; sexual characteristics; Age Factors; Aged; Alzheimer Disease; Brain; Cognition; Cognitive Reserve; Cross-Sectional Studies; Disease Progression; Female; Humans; Image Interpretation, Computer-Assisted; Longitudinal Studies; Magnetic Resonance Imaging; Male; Neuroimaging; Positron Emission Tomography Computed Tomography; Risk Factors; Sex Characteristics; tau Proteins"
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077474050&doi=10.1016%2fj.agee.2019.106804&partnerID=40&md5=1c3c623fd861be223120fbd7a8494d0c,"Fall armyworm (FAW), one of the most important pests of maize in Latin America, suddenly appeared in Africa in 2016 and spread rapidly. Estimates of crop losses due to FAW are essential in order to compare the impact of these losses with the cost of controlling FAW and advise appropriate technology dissemination and policy. In this study, therefore, crop losses due to FAW in 2017 and 2018 were estimated in all the maize production areas of Kenya. Data were collected during June and July 2018 through 121 group discussions with 1439 farmers, separately with men (697) and women (742), in communities that were randomly selected to represent the major maize growing areas. The results showed that most participants (82%) could correctly identify the FAW from pictures. By 2016, FAW was observed by more than half of the communities (53%), with most of the other half first observing FAW in 2017. The proportion of farmers affected by FAW substantially increased, from the long rains of 2017 (63%) to the long rains of 2018 (83%), and in all zones except for the high tropics and moist mid-altitudes. However, the percentage of loss experienced by affected farmers decreased slightly, from 54% in 2017 to 42% in 2018. In 2017, the low- and medium-potential maize-production areas were the most affected, with losses of >50%, with high-potential areas facing losses of about 30%, resulting in a total loss of 37% for the whole country. In the main 2018 season, losses in the low- and medium-potential areas were less – about 20%, but the high-potential areas were now more affected, leading to a total estimate of 33%. We conclude that FAW has suddenly become a major pest in Kenya, causing losses of about a third of the annual maize production, estimated at about 1 million tonnes. © 2019 The Author(s)",Community survey; Fall armyworm; Focus group discussions; Loss; Maize,Spodoptera frugiperda; Zea mays
